official_sk,last_name,gov_type,num_officials,id,valid_from,name_formal,links,valid_to,chamber_id,party,chamber_type,first_name,city,district_sk,district_id,state
4461,Rosenthal,STATE,1,194012,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Linda,,753544,000000000067,NY
13949,Silver,STATE,0,13949,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Sheldon,,7607,000000000064,NY
190162,Holden,LOCAL,1,196887,2018-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Republican,LOWER,Robert,New York,758856,30,NY
13600,O'Donnell,STATE,1,200833,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Daniel,,753550,000000000069,NY
18351,Rivera,STATE,0,18351,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Naomi,,7567,000000000080,NY
8301,Savino,STATE,1,194311,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Democrat,UPPER,Diane,,753623,000000000023,NY
159,Weinstein,STATE,0,159,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Helene,,7642,000000000041,NY
7247,Monserrate,LOCAL,0,7247,0001-01-01 00:00:00+00,New York City Council,#,2009-12-31 00:00:00+00,1337,Democrat,LOWER,Hiram,New York,786,000000000021,NY
3090,Butler,STATE,1,193846,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Marc,,753487,000000000118,NY
182808,Gruber,LOCAL,5,196865,2018-01-01 00:00:00+00,Rochester City Council,#,2022-01-01 00:00:00+00,4292,,LOWER,Mitchell,Rochester,393435,At Large,NY
7149,Felder,LOCAL,0,7149,0001-01-01 00:00:00+00,New York City Council,194305,2009-12-31 00:00:00+00,1337,Democrat,LOWER,Simcha,New York,1345,000000000044,NY
16549,Hayes,STATE,0,16549,2011-01-01 00:00:00+00,New York State Assembly,#,0001-01-02 00:00:00+00,2473,Republican,LOWER,James ,,7498,000000000148,NY
12034,Losquadro,STATE,1,52549,2013-01-01 00:00:00+00,New York State Assembly,#,2013-03-12 00:00:00+00,2473,Republican,LOWER,Daniel,,753436,000000000002,NY
159,Weinstein,STATE,1,194041,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Helene,,753522,000000000041,NY
15817,DenDekker,STATE,1,193897,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Michael,,753514,000000000034,NY
7855,Flanagan,STATE,1,198001,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Republican,UPPER,John,,753614,000000000002,NY
6647,Malliotakis,STATE,0,6647,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Republican,LOWER,Nicole,,7633,000000000060,NY
5275,Lee,NATIONAL,0,5275,2011-01-03 00:00:00+00,United States House of Representatives,#,2011-05-17 00:00:00+00,4507,Republican,LOWER,Christopher,,1513,000000000026,NY
69199,VACANT,STATE,1,81130,2014-01-01 00:00:00+00,New York State Assembly,#,2015-01-01 00:00:00+00,2473,,LOWER,VACANT,,753572,000000000134,NY
11188,Linares,STATE,0,81064,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Guillermo,,7565,000000000072,NY
4923,DeFrancisco,STATE,1,194428,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Republican,UPPER,John,,753598,000000000050,NY
5027,Walker,STATE,0,5027,2009-01-01 00:00:00+00,New York State Assembly,#,2010-01-01 00:00:00+00,2473,Republican,LOWER,Rob,,7561,000000000015,NY
3181,Ferreras,LOCAL,0,67685,2009-02-09 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Julissa,New York,786,000000000021,NY
21371,Ulrich,LOCAL,1,190164,2014-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Republican,LOWER,Eric,New York,758858,32,NY
5781,Crouch,STATE,0,5781,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Republican,LOWER,Clifford,,7541,000000000107,NY
12252,Robinson,STATE,0,12252,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Annette,,7615,000000000056,NY
11878,Foster,LOCAL,0,65837,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Helen,New York,572,000000000016,NY
182807,Lightfoot,LOCAL,5,196866,2018-01-01 00:00:00+00,Rochester City Council,#,2022-01-01 00:00:00+00,4292,,LOWER,Willie,Rochester,393435,At Large,NY
15814,Boyland,STATE,0,15814,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,William,,7627,000000000055,NY
2053,Simotas,STATE,1,194020,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Aravella,,753517,000000000036,NY
4778,Quinn,LOCAL,0,65831,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Christine,New York,971,000000000003,NY
52550,VACANT,STATE,1,68408,2013-03-12 15:43:22+00,New York State Assembly,#,2013-11-30 00:00:00+00,2473,,LOWER,VACANT,,753436,000000000002,NY
12904,Molinaro,STATE,0,12904,2011-01-01 00:00:00+00,New York State Assembly,#,0001-01-02 00:00:00+00,2473,Republican,LOWER,Marcus,,7543,000000000103,NY
17292,Sweeney,STATE,1,62385,2013-01-01 00:00:00+00,New York State Assembly,#,2015-01-01 00:00:00+00,2473,Democrat,LOWER,Robert,,753445,000000000011,NY
3090,Butler,STATE,0,3090,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Republican,LOWER,Marc,,7509,000000000117,NY
10961,Weisenberg,STATE,1,62394,2013-01-01 00:00:00+00,New York State Assembly,#,2015-01-01 00:00:00+00,2473,Democrat,LOWER,Harvey,,753454,000000000020,NY
9351,Bruno,STATE,0,9351,0001-01-01 00:00:00+00,New York State Senate,#,2008-07-18 00:00:00+00,4502,Republican,UPPER,Joseph,,3570,000000000043,NY
9587,Abbate,STATE,0,39121,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Peter,,7637,000000000049,NY
9090,Duprey,STATE,0,9090,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Republican,LOWER,Janet,,7519,000000000114,NY
4983,Ignizio,LOCAL,0,67502,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Republican,LOWER,Vincent,New York,1559,000000000051,NY
192778,VACANT,STATE,1,199282,2018-01-01 00:00:00+00,New York State Assembly,#,2018-05-05 00:00:00+00,2473,,LOWER,VACANT,,753439,000000000005,NY
11074,Weiner,NATIONAL,0,11074,2011-01-03 00:00:00+00,United States House of Representatives,#,2011-06-21 00:00:00+00,4507,Democrat,LOWER,Anthony,,1563,000000000009,NY
10325,John,STATE,0,10325,2011-01-01 00:00:00+00,New York State Assembly,#,0001-01-02 00:00:00+00,2473,Democrat,LOWER,Susan,,7495,000000000131,NY
10970,VACANT,STATE,0,10970,0001-01-01 00:00:00+00,New York State Assembly,#,2012-04-24 00:00:00+00,2473,,LOWER,VACANT,,7517,000000000100,NY
116977,Wyatt,LOCAL,1,191419,2014-01-01 00:00:00+00,Buffalo Common Council,#,2020-01-01 00:00:00+00,1621,Democrat,LOWER,Rasheed,Buffalo,392988,UNIVERSITY,NY
81149,VACANT,STATE,1,81150,2014-01-01 00:00:00+00,New York State Senate,#,2015-01-01 00:00:00+00,4502,,UPPER,VACANT,,753618,000000000008,NY
2719,Galef,STATE,1,193909,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Sandy,,753462,000000000095,NY
136323,Jacobs,STATE,1,198824,2017-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Republican,UPPER,Christopher,,753609,000000000060,NY
2275,Hudson,LOCAL,5,197802,2012-01-01 00:00:00+00,Syracuse Common Council,#,2022-01-01 00:00:00+00,4487,,LOWER,Helen,Syracuse,2264,At Large,NY
15911,Carlucci,STATE,1,194416,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Democrat,UPPER,David,,753639,000000000038,NY
5444,Hooper,STATE,0,5444,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Earlene,,7609,000000000018,NY
8046,Gianaris,STATE,0,8046,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Democrat,UPPER,Michael ,,3627,000000000012,NY
30062,Skoufis,STATE,1,194022,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,James,,753466,000000000099,NY
2416,Lopez,STATE,0,2416,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Vito,,7606,000000000053,NY
9209,Jaffee,STATE,1,200750,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Ellen,,753464,000000000097,NY
7923,Kavanagh,STATE,1,187128,2013-01-01 00:00:00+00,New York State Assembly,#,2017-12-15 00:00:00+00,2473,Democrat,LOWER,Brian,,753555,000000000074,NY
7379,Breslin,STATE,0,7379,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Democrat,UPPER,Neil,,3581,000000000046,NY
4040,Farrell,STATE,0,4040,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Herman,,7574,000000000071,NY
15992,Meeks,NATIONAL,1,188477,2013-01-03 00:00:00+00,United States House of Representatives,#,2019-01-03 00:00:00+00,4507,Democrat,LOWER,Gregory,,757498,000000000005,NY
5255,Wright,STATE,0,5255,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Keith,,7579,000000000070,NY
2905,Martins,STATE,1,123787,2013-01-01 00:00:00+00,New York State Senate,#,2017-01-01 00:00:00+00,4502,Republican,UPPER,Jack,,753617,000000000007,NY
11670,Smith,LOCAL,1,116984,2012-01-01 00:00:00+00,Buffalo Common Council,#,2015-07-01 00:00:00+00,1621,Democrat,LOWER,Demone,Buffalo,392990,MASTEN,NY
13334,Benjamin,STATE,0,13334,2011-01-01 00:00:00+00,New York State Assembly,#,0001-01-02 00:00:00+00,2473,Democrat,LOWER,Michael,,7572,000000000079,NY
14542,Fontana,LOCAL,1,191415,2012-01-01 00:00:00+00,Buffalo Common Council,#,2020-01-01 00:00:00+00,1621,Democrat,LOWER,Richard,Buffalo,392987,LOVEJOY,NY
9788,James,LOCAL,3,190187,2014-01-01 00:00:00+00,New York City Public Advocate,65843,2022-01-01 00:00:00+00,2334,Democrat,EXEC,Letitia,New York,317,NEW YORK,NY
18063,Dilan,STATE,1,200211,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Democrat,UPPER,Martin,,753612,000000000018,NY
1358,Gianaris,STATE,0,1358,2011-01-01 00:00:00+00,New York State Assembly,#,0001-01-02 00:00:00+00,2473,Democrat,LOWER,Michael,,7586,000000000036,NY
121968,Akshar,STATE,1,194430,2015-11-03 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Republican,UPPER,Frederick,,753600,000000000052,NY
70179,VACANT,STATE,1,81170,2014-01-01 00:00:00+00,New York State Senate,#,2015-01-01 00:00:00+00,4502,,UPPER,VACANT,,753620,000000000020,NY
182809,Evans,LOCAL,5,200064,2018-01-01 00:00:00+00,Rochester City Council,#,2022-01-01 00:00:00+00,4292,,LOWER,Malik,Rochester,393435,At Large,NY
121980,Hyndman,STATE,1,193924,2015-11-03 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Alicia,,753504,000000000029,NY
14906,Rodriguez,STATE,0,14906,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Robert ,,7582,000000000068,NY
182692,Brannan,LOCAL,1,196890,2018-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Justin,New York,758855,43,NY
13170,Onorato,STATE,0,13170,2011-01-01 00:00:00+00,New York State Senate,#,0001-01-02 00:00:00+00,4502,Democrat,UPPER,George,,3627,000000000012,NY
9750,Saladino,STATE,0,9750,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Republican,LOWER,Joseph,,7610,000000000012,NY
1022,Bacalles,STATE,0,1022,2011-01-01 00:00:00+00,New York State Assembly,#,0001-01-02 00:00:00+00,2473,Republican,LOWER,Jim,,7511,000000000136,NY
12842,Pretlow,STATE,0,12842,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,J. Gary,,7557,000000000087,NY
9587,Abbate,STATE,1,193827,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Peter,,753530,000000000049,NY
4895,Hinchey,NATIONAL,0,4895,2011-01-03 00:00:00+00,United States House of Representatives,#,2013-01-03 00:00:00+00,4507,Democrat,LOWER,Maurice,,1528,000000000022,NY
15995,Cabrera,LOCAL,1,200633,2014-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Fernando,New York,758839,14,NY
6410,Crespo,STATE,1,193853,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Marcos,,753568,000000000085,NY
15135,Goodell,STATE,0,15135,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Republican,LOWER,Andrew,,7537,000000000150,NY
15300,VACANT,STATE,0,15300,0001-01-01 00:00:00+00,New York State Assembly,#,2012-04-24 00:00:00+00,2473,,LOWER,VACANT,,7534,000000000145,NY
136555,Niou,STATE,1,193964,2017-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Yuh-Line,,753547,000000000065,NY
10510,Duffy,STATE,2,76978,2011-01-01 00:00:00+00,New York Lieutenant Governor,#,2015-01-01 00:00:00+00,2583,Democrat,EXEC,Robert,,619,NY,NY
3548,Lifton,STATE,0,3548,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Barbara,,7515,000000000125,NY
1643,Warren,LOCAL,1,191443,2014-01-01 00:00:00+00,Rochester Mayor,68032,2022-01-01 00:00:00+00,4291,,EXEC,Lovely,Rochester,329,ROCHESTER,NY
8459,Arroyo,LOCAL,0,67688,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Maria,New York,579,000000000017,NY
56490,de Blasio,LOCAL,3,56490,2010-01-01 15:28:51+00,New York City Public Advocate,190598,2014-01-01 00:00:00+00,2334,Democrat/Working Families,EXEC,Bill,New York,317,NEW YORK,NY
11538,Haag,LOCAL,5,181447,2012-05-31 00:00:00+00,Rochester City Council,#,2018-01-01 00:00:00+00,4292,,LOWER,Matt,Rochester,393435,At Large,NY
16841,Valesky,STATE,1,194431,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Democrat,UPPER,David,,753601,000000000053,NY
121959,Grodenchik,LOCAL,1,198753,2015-11-10 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Barry,New York,758848,23,NY
1798,Klein,STATE,0,1798,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Independent Democrat,UPPER,Jeffrey,,3615,000000000034,NY
30198,Rozic,STATE,1,194013,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Nily,,753474,000000000025,NY
19691,Stringer,LOCAL,3,190593,2014-01-01 00:00:00+00,New York City Comptroller,65759,2022-01-01 00:00:00+00,2333,Democrat,EXEC,Scott,New York,317,NEW YORK,NY
9453,Smith,STATE,1,62461,2013-01-01 00:00:00+00,New York State Senate,#,2015-01-01 00:00:00+00,4502,Democrat,UPPER,Malcolm,,753590,000000000014,NY
15814,Boyland,STATE,1,71303,2013-01-01 00:00:00+00,New York State Assembly,#,2014-03-06 00:00:00+00,2473,Democrat,LOWER,William,,753538,000000000055,NY
14333,Stirpe,STATE,0,14333,2011-01-01 00:00:00+00,New York State Assembly,#,0001-01-02 00:00:00+00,2473,Democrat,LOWER,Albert ,,7529,000000000121,NY
13459,Hochul,NATIONAL,0,21177,2011-05-25 00:00:00+00,United States House of Representatives,179021,2013-01-03 00:00:00+00,4507,Democrat,LOWER,Kathleen,,1513,000000000026,NY
15007,Heastie,STATE,1,193919,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Carl,,753564,000000000083,NY
81062,VACANT,STATE,1,81063,2014-06-27 00:00:00+00,New York State Assembly,#,2015-01-01 00:00:00+00,2473,,LOWER,VACANT,,753553,000000000072,NY
4857,Ball,STATE,1,62409,2013-01-01 00:00:00+00,New York State Senate,#,2015-01-01 00:00:00+00,4502,Republican,UPPER,Greg,,753642,000000000040,NY
6652,Lentol,STATE,0,6652,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Joseph,,7611,000000000050,NY
5554,Levin,LOCAL,1,190165,2014-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Stephen,New York,758859,33,NY
69185,VACANT,STATE,1,81044,2014-01-01 00:00:00+00,New York State Assembly,#,2015-01-01 00:00:00+00,2473,,LOWER,VACANT,,753541,000000000059,NY
4890,Perkins,STATE,1,156065,2013-01-01 00:00:00+00,New York State Senate,#,2017-02-16 00:00:00+00,4502,Democrat,UPPER,Bill,,753631,000000000030,NY
7383,Greenfield,LOCAL,1,180036,2014-01-01 00:00:00+00,New York City Council,#,2018-01-01 00:00:00+00,1337,Democrat,LOWER,David,New York,758868,44,NY
8247,Ritchie,STATE,1,194426,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Republican,UPPER,Patricia,,753595,000000000048,NY
11349,Fuschillo,STATE,1,74224,2013-01-01 00:00:00+00,New York State Senate,#,2014-01-01 00:00:00+00,4502,Republican,UPPER,Charles,,753618,000000000008,NY
9453,Smith,STATE,0,9453,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Democrat,UPPER,Malcolm,,3650,000000000014,NY
9328,Gioia,LOCAL,0,9328,0001-01-01 00:00:00+00,New York City Council,#,2009-12-31 00:00:00+00,1337,,LOWER,Eric,New York,822,000000000026,NY
8561,Giglio,STATE,1,193912,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Joseph,,753510,000000000148,NY
18311,Stavisky,STATE,1,194304,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Democrat,UPPER,Toby,,753592,000000000016,NY
12038,Stewart-Cousins,STATE,1,194322,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Democrat,UPPER,Andrea,,753636,000000000035,NY
199285,Mikulin,STATE,1,199314,2018-05-05 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,John,,753451,000000000017,NY
157710,VACANT,STATE,1,168229,2017-02-01 00:00:00+00,New York State Assembly,#,2017-06-05 00:00:00+00,2473,,LOWER,VACANT,,753443,000000000009,NY
198760,VACANT,STATE,1,198760,2018-04-30 00:00:00+00,New York State Assembly,#,,2473,,LOWER,VACANT,,753570,000000000090,NY
3540,Arroyo,STATE,1,193829,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Carmen,,753567,000000000084,NY
182919,Allen,LOCAL,1,197463,2018-01-01 00:00:00+00,Syracuse Common Council,#,2020-01-01 00:00:00+00,4487,,LOWER,Latoya,Syracuse,1297,000000000004,NY
11389,Katz,LOCAL,2,191358,2014-01-01 00:00:00+00,Queens Borough President,11389,2022-01-01 00:00:00+00,4424,Democrat,EXEC,Melinda,New York,393971,QUEENS,NY
5342,Brook-Krasny,STATE,0,5342,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Alec,,7640,000000000046,NY
10160,Cole,STATE,0,10160,0001-01-01 00:00:00+00,New York State Assembly,#,2009-01-01 00:00:00+00,2473,Republican,LOWER,Mike,,7505,000000000142,NY
3875,Squadron,STATE,0,3875,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Democrat,UPPER,Daniel,,3638,000000000025,NY
8840,Bradley,STATE,0,8840,2009-01-01 00:00:00+00,New York State Assembly,#,2011-01-01 00:00:00+00,2473,Democrat,LOWER,Adam,,7548,000000000089,NY
17457,Maffei,NATIONAL,0,17457,2009-01-03 00:00:00+00,United States House of Representatives,#,2011-01-03 00:00:00+00,4507,Democrat,LOWER,Daniel,,1514,000000000025,NY
136289,Pheffer Amato,STATE,1,196244,2017-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Stacey,,753457,000000000023,NY
1728,McMahon,LOCAL,1,1728,2010-01-01 00:00:00+00,Syracuse Common Council,#,2011-12-31 00:00:00+00,4487,,LOWER,Ryan,Syracuse,1016,000000000003,NY
185025,Rosenthal,STATE,1,200200,2017-11-16 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Daniel,,753492,000000000027,NY
30144,Nojay,STATE,1,136801,2013-01-01 00:00:00+00,New York State Assembly,#,2016-09-09 00:00:00+00,2473,Republican,LOWER,Bill,,753506,000000000133,NY
7610,Mealy,LOCAL,1,178842,2014-01-01 00:00:00+00,New York City Council,#,2018-01-01 00:00:00+00,1337,Democrat,LOWER,Darlene,New York,758866,41,NY
173707,McLaughlin,LOCAL,1,177210,2014-01-01 00:00:00+00,Yonkers City Council,#,2018-01-01 00:00:00+00,4427,,LOWER,Liam,Yonkers,858790,At Large,NY
11458,O'Mara,STATE,1,194436,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Republican,UPPER,Thomas,,753606,000000000058,NY
8234,Castro,STATE,1,52573,2013-01-01 00:00:00+00,New York State Assembly,#,2013-04-08 00:00:00+00,2473,Democrat,LOWER,Nelson,,753563,000000000086,NY
12840,Bishop,NATIONAL,1,92917,2013-01-03 00:00:00+00,United States House of Representatives,#,2015-01-06 00:00:00+00,4507,Democrat,LOWER,Timothy,,757494,000000000001,NY
65740,Reynoso,LOCAL,1,200265,2014-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Antonio,New York,758860,34,NY
199293,Tague,STATE,1,199325,2018-05-05 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Christopher,,753470,000000000102,NY
6387,Peralta,STATE,0,6387,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Democrat,UPPER,Jose,,3632,000000000013,NY
9571,Meng,STATE,0,9571,2011-01-01 00:00:00+00,New York State Assembly,183809,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Grace,,7590,000000000022,NY
65741,Cumbo,LOCAL,1,190168,2014-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Laurie,New York,758861,35,NY
9365,Parker,STATE,1,194309,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Democrat,UPPER,Kevin,,753621,000000000021,NY
17138,Braunstein,STATE,1,193842,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Edward,,753490,000000000026,NY
12842,Pretlow,STATE,1,193983,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,J. Gary,,753569,000000000089,NY
10318,Nolan,STATE,0,10318,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Catherine,,7602,000000000037,NY
9788,James,LOCAL,0,65843,2010-01-01 00:00:00+00,New York City Council,190187,2014-01-01 00:00:00+00,1337,Working Families,LOWER,Letitia,New York,1087,000000000035,NY
13088,Reilly,STATE,0,13088,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Bob,,7508,000000000109,NY
116915,VACANT,LOCAL,1,116916,2015-08-01 00:00:00+00,Buffalo Common Council,#,2016-01-01 00:00:00+00,1621,,LOWER,VACANT,Buffalo,392986,DELAWARE,NY
14131,Sabini,STATE,0,14131,0001-01-01 00:00:00+00,New York State Senate,#,2008-08-01 00:00:00+00,4502,Democrat,UPPER,John,,3632,000000000013,NY
17106,Pritchard,LOCAL,5,17106,2005-11-01 00:00:00+00,Rochester City Council,#,2009-11-01 00:00:00+00,4292,,LOWER,William,Rochester,393435,At Large,NY
30089,Steck,STATE,1,194025,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Phil,,753479,000000000110,NY
14399,Dickens,LOCAL,0,67451,2010-01-01 00:00:00+00,New York City Council,193898,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Inez,New York,1941,000000000009,NY
8753,Gottfried,STATE,0,8753,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Richard,,7589,000000000075,NY
30176,DiPietro,STATE,1,199715,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,David,,753509,000000000147,NY
3165,Rose,LOCAL,1,196664,2014-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Deborah,New York,758873,49,NY
67228,Pichardo,STATE,1,193982,2013-12-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Victor,,753563,000000000086,NY
17408,Mark Viverito,LOCAL,0,67448,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Melissa,New York,1877,000000000008,NY
18004,Towns,STATE,0,18004,2011-01-01 00:00:00+00,New York State Assembly,#,2012-04-24 00:00:00+00,2473,Democrat,LOWER,Darryl,,7616,000000000054,NY
69195,VACANT,STATE,1,81093,2014-01-01 00:00:00+00,New York State Assembly,#,2015-01-01 00:00:00+00,2473,,LOWER,VACANT,,753465,000000000098,NY
29805,Gipson,STATE,1,62424,2013-01-01 00:00:00+00,New York State Senate,#,2015-01-01 00:00:00+00,4502,Democrat,UPPER,Terry,,753643,000000000041,NY
126,Conte,STATE,0,25177,2011-01-01 00:00:00+00,New York State Assembly,#,2012-10-16 00:00:00+00,2473,Republican,LOWER,James,,7596,000000000010,NY
29808,Marchione,STATE,1,194421,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Republican,UPPER,Kathleen,,753645,000000000043,NY
